지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
401,2017-04-02,8.8,2.2,503,16,1344,0
401,2017-04-03,11.8,4.2,631,19.7,1424,0
401,2017-04-04,14.6,5.1,507,21.9,1324,0
401,2017-04-05,13,11.2,1606,15.4,1206,37.5
401,2017-04-06,11.8,10.6,853,14.3,1438,3.5
401,2017-04-07,15.4,10,541,23,1536,0
401,2017-04-08,13.7,9.8,323,19.9,1551,0
401,2017-04-09,14.5,10.3,624,19.2,1455,1
401,2017-04-10,16.3,11.1,436,22,1456,0
401,2017-04-11,15.6,12.5,2359,20.3,1449,0
401,2017-04-12,11.9,9.1,2352,16.9,1352,0
401,2017-04-13,13.3,5.3,507,20.6,1459,0
401,2017-04-14,14,9,443,19.8,1019,4
401,2017-04-15,17,10.4,538,24.7,1428,0
401,2017-04-16,18.6,11.2,437,25,1409,0
401,2017-04-17,15.2,11.6,2345,19.3,820,5
401,2017-04-18,12.2,8.7,436,18.7,1142,7
401,2017-04-19,13.3,7.6,238,18.8,1311,0
401,2017-04-20,13.7,10.1,0,18.9,1441,0
401,2017-04-21,13.1,6.4,430,19.6,1426,0
401,2017-04-22,14.5,7.1,546,22,1614,0
401,2017-04-23,14.7,6.9,537,22.3,1253,0
401,2017-04-24,15,6.3,401,22.9,1346,0
401,2017-04-25,16.7,11.8,48,22.7,1238,0
401,2017-04-26,16,11.7,610,20.7,1410,0
401,2017-04-27,14.2,8,531,20.8,1317,0
401,2017-04-28,15.1,8.4,345,22.5,1447,0
401,2017-04-29,17.6,8.5,534,25,1540,0
401,2017-04-30,19.6,13.6,405,29,1418,0
401,2017-05-01,20.3,12,441,28.6,1527,0
401,2017-05-02,20.4,13.2,524,27.7,1508,0
401,2017-05-03,21.2,12.7,415,30.8,1441,0
401,2017-05-04,21.3,13.6,458,27.2,1423,0
401,2017-05-05,21.6,16,2359,27.8,1431,0
401,2017-05-06,15.2,10.1,603,21.2,1238,0
401,2017-05-07,16.9,10.4,513,23.5,1416,0
401,2017-05-08,17.9,10.5,419,25.3,1339,0
401,2017-05-09,16.9,14.9,2251,21.6,1319,2
401,2017-05-10,16.3,13.8,445,21.1,1635,4.5
401,2017-05-11,19.3,11.9,338,25.6,1619,0
401,2017-05-12,19.9,16,2336,22.9,1019,0
401,2017-05-13,16.6,12.5,2345,23.8,1224,8
401,2017-05-14,16.1,10.2,520,21.2,1406,0
401,2017-05-15,16.4,10.9,435,21.9,1336,0
401,2017-05-16,17.4,13,331,22.9,1511,0
401,2017-05-17,19.2,11.5,342,26.2,1618,0
401,2017-05-18,20.5,12.2,446,28,1301,0
401,2017-05-19,21.4,13.6,500,29.1,1357,0
401,2017-05-20,21.2,14,436,27.4,1301,0
401,2017-05-21,21.6,14.5,433,28.1,1500,0
401,2017-05-22,21.7,14.5,459,29,1421,0
401,2017-05-23,20.1,16,313,25.4,1512,6
401,2017-05-24,21.6,16.8,220,27.2,1401,1
401,2017-05-25,19.6,14.4,427,25.3,1313,0
401,2017-05-26,17.5,11.6,506,23.5,1630,0
401,2017-05-27,19.7,12.2,521,26.9,1528,0
401,2017-05-28,21.2,12.5,317,29.2,1507,0
401,2017-05-29,22.9,16.6,409,30.3,1455,0
401,2017-05-30,24.6,16.8,446,32.5,1445,0
401,2017-05-31,23.3,16.4,455,30.1,1558,0
401,2017-06-01,23.7,16.9,1020,27.6,1505,19
401,2017-06-02,20.7,14.8,531,25.7,1455,0
401,2017-06-03,20.6,17.2,618,26.4,1514,0
401,2017-06-04,21.4,13.7,414,28.7,1422,0
401,2017-06-05,23.5,15,540,30.5,1634,0
401,2017-06-06,18.9,14.6,2116,23.3,5,8.5
401,2017-06-07,18.2,15.3,2,20.2,1709,9.5
401,2017-06-08,20.5,14.7,329,26.9,1424,0
401,2017-06-09,22,16.4,131,27.3,1355,0
401,2017-06-10,21.5,15.8,726,28.1,1635,2.5
401,2017-06-11,22.6,13.5,417,29.8,1702,0
401,2017-06-12,22.6,17.2,458,28.3,1657,0
401,2017-06-13,21.6,17.8,347,27.4,1448,1.5
401,2017-06-14,21.9,16.5,359,27.8,1534,0
401,2017-06-15,23.6,17.4,316,31.2,1508,0
401,2017-06-16,25.1,18.7,323,33.8,1506,0
401,2017-06-17,24.1,18.7,441,30.4,1238,0
401,2017-06-18,24.3,16.8,516,32.7,1418,0
401,2017-06-19,25.1,18,458,32.2,1536,0
401,2017-06-20,26,18.9,431,33.3,1410,0
401,2017-06-21,25.7,21.8,2347,32.2,1357,0
401,2017-06-22,25.8,21.1,243,31.6,1307,0
401,2017-06-23,27.4,20.7,414,34.5,1501,0
401,2017-06-24,24.2,20.2,2333,29.1,1122,4
401,2017-06-25,23.8,19.9,115,28.3,1218,0
401,2017-06-26,23,20.1,445,30.5,1415,24.5
401,2017-06-27,25.6,20.1,333,30.9,1428,1
401,2017-06-28,26.4,22.7,355,31.4,1421,0
401,2017-06-29,26.8,21.6,501,32,1426,0
401,2017-06-30,27,22.2,328,32.2,1422,0
401,2017-07-01,25.6,22.4,441,31.2,1415,0.5
401,2017-07-02,24.9,22.5,2358,27.9,1420,71
401,2017-07-03,25.9,22.4,2,29.3,1230,27
401,2017-07-04,27,23.4,309,32.5,1256,13
401,2017-07-05,28.5,22.4,330,34.6,1445,0
401,2017-07-06,27.3,23,519,35.3,1603,7
401,2017-07-07,26.6,23.7,314,29.3,1532,15
401,2017-07-08,26.7,24.2,718,30.2,1421,10.5
401,2017-07-09,26.5,23.3,2348,31.6,1301,23.5
401,2017-07-10,24.6,22.8,2220,26.1,1310,120.5
401,2017-07-11,27.3,22.6,427,32.4,1433,4.5
401,2017-07-12,28.1,24.4,2353,32.7,1507,0
401,2017-07-13,27.6,22.2,343,32.7,1633,0
401,2017-07-14,28.9,25.6,446,34.6,1200,9.5
401,2017-07-15,25,22.7,511,26.9,1710,57
401,2017-07-16,26.3,22.7,344,29.6,1355,60
401,2017-07-17,27.3,24.4,2350,30.3,1303,0.5
401,2017-07-18,27,23.8,254,31.9,1559,0.5
401,2017-07-19,29,24.8,234,34.5,1511,0
401,2017-07-20,30,25.3,304,35,1548,0
401,2017-07-21,30.4,27.4,435,33.4,1451,0
401,2017-07-22,29.7,27.5,2354,33.5,1525,0.5
401,2017-07-23,27.6,26.2,912,29.7,1734,48.5
401,2017-07-24,26.8,25.6,1440,28.4,1053,7.5
401,2017-07-25,30,25,541,34.9,1500,0
401,2017-07-26,28.3,24.7,540,32.9,1712,0
401,2017-07-27,26.9,24.4,242,29.1,1603,1.5
401,2017-07-28,25.5,24.2,248,27.1,1736,16
401,2017-07-29,27.3,25.4,232,30.2,1618,0
401,2017-07-30,28.1,24.3,530,33.3,1517,0
401,2017-07-31,25.6,24,708,27.2,7,8.5
401,2017-08-01,28.7,23.5,415,34,1548,1
401,2017-08-02,29.5,26,411,34.4,1417,1
401,2017-08-03,29.2,26.1,533,32.9,1330,0
401,2017-08-04,30.2,25.4,425,34.8,1605,0
401,2017-08-05,31.3,27.2,536,36.5,1341,0
401,2017-08-06,29.7,25.2,1031,33.7,1650,1
401,2017-08-07,29.4,25.8,400,34.5,1354,0
401,2017-08-08,28.4,24.5,324,32.4,1139,0
401,2017-08-09,27.1,23.7,451,31.2,1503,2.5
401,2017-08-10,24.8,23.5,2313,26.2,1453,81.5
401,2017-08-11,27.1,23.6,533,32.3,1537,0.5
401,2017-08-12,27.3,23.1,508,31.9,1408,0
401,2017-08-13,26.2,24.3,601,28.5,1619,0
401,2017-08-14,24.9,22.8,36,26.7,1203,2
401,2017-08-15,22.4,21.3,2354,24.9,33,72.5
401,2017-08-16,23.7,20.9,536,27.2,1356,5.5
401,2017-08-17,24.9,21.5,312,29.1,1439,1
401,2017-08-18,26.4,23.4,143,30.5,1441,0
401,2017-08-19,26,23.1,523,28.9,1512,0
401,2017-08-20,23.8,22.4,649,25.9,1733,118.5
401,2017-08-21,26.3,23.5,610,29.4,1450,7.5
401,2017-08-22,27.9,23.5,553,32.9,1328,0
401,2017-08-23,27.9,24.1,215,31.9,1509,35.5
401,2017-08-24,27.5,24.2,2353,29.6,858,12.5
401,2017-08-25,26.6,22.8,2349,32.5,1359,0
401,2017-08-26,25,19.2,644,29.5,1358,0
401,2017-08-27,22.7,18.7,359,26.4,1507,0
401,2017-08-28,21.4,18.3,1830,28.4,1235,20
401,2017-08-29,20.5,18.6,2338,23.7,1556,0
401,2017-08-30,20.6,17.8,415,24,1710,0
401,2017-08-31,22.5,16.7,442,27.8,1623,0
401,2017-09-01,23.4,17.2,526,29.5,1454,0
401,2017-09-02,23.7,18.5,403,29,1333,0
401,2017-09-03,24.1,18.4,542,30.1,1406,0
401,2017-09-04,24.2,18.8,454,29.4,1300,0
401,2017-09-05,21.9,19.7,315,23.4,1335,0
401,2017-09-06,20.9,18.8,2341,24.8,1258,1.5
401,2017-09-07,22.4,17.2,540,27.6,1409,0
401,2017-09-08,24.7,20.1,312,29.9,1438,0
401,2017-09-09,23.9,18.9,527,28.9,1314,0
401,2017-09-10,22.8,19.5,441,26.2,1614,0
401,2017-09-11,21.7,19,652,25.1,1801,17.5
401,2017-09-12,22.6,17.3,544,28.5,1359,0
401,2017-09-13,21.4,14.8,619,27.2,1425,0
401,2017-09-14,22,15,510,28.4,1406,0
401,2017-09-15,22.4,18,601,27.2,1432,0
401,2017-09-16,22.1,17.5,347,26.5,1458,0
401,2017-09-17,23.2,19.8,522,28.5,1441,0
401,2017-09-18,22,16.5,535,27.8,1314,0
401,2017-09-19,23.1,17.7,214,27.7,1523,2
401,2017-09-20,19.8,16,652,23.8,1458,0
401,2017-09-21,19.9,14,509,26.3,1431,0
401,2017-09-22,20.5,15.3,511,27.2,1500,0
401,2017-09-23,21.4,16.2,235,27.3,1502,0
401,2017-09-24,22.9,18.5,9,28.3,1435,0
401,2017-09-25,23.3,18.2,502,29.5,1357,0
401,2017-09-26,23.9,18.6,507,29.1,1407,0
401,2017-09-27,22.9,19.1,640,27.2,1501,0
401,2017-09-28,20.2,15.9,2336,25.2,1359,0
401,2017-09-29,17.2,10.7,632,22.4,1304,0
401,2017-09-30,19.6,14.9,619,25.8,1406,0
401,2017-10-01,17.7,15.2,2214,20.9,1016,9.5
401,2017-10-02,21.7,15.5,15,27.5,1605,4
401,2017-10-03,17.7,14.7,510,22.5,1419,0
401,2017-10-04,17.4,11.8,408,22.5,1640,0
401,2017-10-05,17.9,12.5,627,22.3,1428,0
401,2017-10-06,18.4,15.3,704,21.8,1154,0.5
401,2017-10-07,21.2,16.6,230,25.6,1602,0
401,2017-10-08,22.4,18.1,548,27.2,1235,0
401,2017-10-09,22.4,18.1,148,27.1,1457,0
401,2017-10-10,21.4,17.5,429,25.4,1350,0.5
401,2017-10-11,16,13.1,2344,21.6,15,28
401,2017-10-12,12.6,9.4,2357,15.1,1636,0
401,2017-10-13,12.5,6.2,552,17.7,1529,0
401,2017-10-14,14.6,7.8,649,19.8,1458,0
401,2017-10-15,14.9,8.5,510,20.9,1523,0
401,2017-10-16,16.8,13.3,423,21.3,1458,0
401,2017-10-17,15.3,9,624,22.4,1446,0
401,2017-10-18,16.2,13.4,8,18.3,1401,0
401,2017-10-19,16.2,12.5,638,21.3,1348,0
401,2017-10-20,16.8,11.1,444,23.1,1345,0
401,2017-10-21,16.7,11.2,522,23.9,1501,0
401,2017-10-22,15.9,10,544,21.8,1215,0
401,2017-10-23,13.6,10.1,718,18,1509,0
401,2017-10-24,13.5,9,500,19.1,1502,0
401,2017-10-25,13.7,8.6,458,19.2,1333,0
401,2017-10-26,14.6,9.5,422,19,1414,0
401,2017-10-27,16.1,12,737,22.8,1532,0
401,2017-10-28,16.7,10.1,507,23.1,1345,0
401,2017-10-29,11.6,7.3,2338,16.8,1254,0
401,2017-10-30,7.7,5,651,11.7,1514,0
401,2017-10-31,9.6,1.8,507,16.3,1344,0
401,2017-11-01,14.6,10.8,332,19.2,1411,0
401,2017-11-02,15.8,13.1,323,19.3,1315,0
401,2017-11-03,12.5,7.1,2346,16.5,1446,6
401,2017-11-04,8.1,3.8,0,12,1245,0
401,2017-11-05,7.7,1.2,526,14.2,1527,0
401,2017-11-06,11,6.1,1,16.5,1447,0
401,2017-11-07,15,7.6,50,19.4,1613,0
401,2017-11-08,13.8,8.1,2355,17.4,1,0
401,2017-11-09,9.3,3.2,516,16.1,1550,0
401,2017-11-10,10.4,6.4,2356,17.3,1321,7.5
401,2017-11-11,6.4,3,2352,10,1509,0
401,2017-11-12,5.3,-0.5,517,10.5,1309,0
401,2017-11-13,8.6,1.8,206,12.4,1454,0
401,2017-11-14,8.5,4,0,11.8,1208,0
401,2017-11-15,4.3,0.4,2323,6.9,1201,0
401,2017-11-16,1.9,-2.5,443,6.1,1508,0
401,2017-11-17,3.8,-1.7,331,7.3,1519,0
401,2017-11-18,-1.2,-3.4,2252,3.2,1,0
401,2017-11-19,-0.5,-5.7,745,2.9,1513,0
401,2017-11-20,1.2,-2.2,724,5,1233,0
401,2017-11-21,1.5,-4.1,458,7.1,1533,0
401,2017-11-22,5.2,0.5,47,11.5,1350,0
401,2017-11-23,1.8,-2,516,5.3,1502,0.5
401,2017-11-24,0.4,-2.4,2343,3,1358,0.5
401,2017-11-25,3.8,-3.5,300,8.1,2152,32.5
401,2017-11-26,4.7,1,0,8.1,1207,0
401,2017-11-27,2.9,-2.5,421,9.2,1558,0
401,2017-11-28,6.9,1,454,11.5,1437,0
401,2017-11-29,3.7,-1,2330,8.7,1,0
401,2017-11-30,-1.6,-3.7,2349,2,1252,0
401,2017-12-01,-1.2,-4.9,557,3.4,1433,0
401,2017-12-02,2,-4.2,735,7.7,1440,0
401,2017-12-03,5.3,3.1,1,7.8,1422,2
401,2017-12-04,-0.3,-5.1,2351,4.5,249,0
401,2017-12-05,-3.6,-6.3,701,-1,1533,0
401,2017-12-06,1,-3.7,737,6,1500,2
401,2017-12-07,1.8,-2.3,2357,5.4,1144,0
401,2017-12-08,-2.7,-5.2,752,0,1453,0
401,2017-12-09,-0.1,-5.4,700,5,1508,0
401,2017-12-10,2,-1.6,2356,8.9,1423,6.5
401,2017-12-11,-6.1,-9.8,2343,-1.6,1,0
401,2017-12-12,-8.2,-10.9,756,-5.5,1520,0
401,2017-12-13,-7.5,-9.7,715,-4.2,1441,0
401,2017-12-14,-5.9,-11.1,557,-0.7,1554,0
401,2017-12-15,-2.2,-8.1,449,2.3,1605,0
401,2017-12-16,-4.7,-6.8,2355,-1.8,1,0
401,2017-12-17,-6,-9,745,-2.7,1502,0
401,2017-12-18,-0.7,-5.7,1,4.4,1918,3
401,2017-12-19,-3.5,-5.5,2351,-0.3,1,0
401,2017-12-20,-2.8,-9.2,408,2,1533,0
401,2017-12-21,-0.1,-4.4,752,4.6,1533,0
401,2017-12-22,3.6,-2.7,111,8,1414,0
401,2017-12-23,5.9,4.1,2155,8.9,1314,0
401,2017-12-24,3.3,0.4,2358,5.5,306,18
401,2017-12-25,-1.4,-3.9,752,0.6,1513,0
401,2017-12-26,-3.4,-6.8,0,-0.1,1,0
401,2017-12-27,-6.1,-8.6,802,-3,1507,0
401,2017-12-28,-1.1,-6.9,228,1.9,2226,0
401,2017-12-29,2.5,-1,2339,6,1412,0
401,2017-12-30,1.8,-1.9,339,5.3,1702,1
401,2017-12-31,0.9,-0.9,720,3.7,1327,0.5
401,2018-01-01,-1,-5.4,752,3.4,1534,0
401,2018-01-02,-1.6,-4.7,354,2,1325,0
401,2018-01-03,-3.7,-5.4,524,-0.7,1513,0
401,2018-01-04,-3.3,-6.8,831,-0.4,1801,0
401,2018-01-05,-2.1,-5.9,335,2.4,1302,0
401,2018-01-06,-1.9,-6.5,544,2.1,1350,0
401,2018-01-07,-0.8,-6.4,416,2.8,1533,0
401,2018-01-08,2,-0.7,0,4.9,1514,0.5
401,2018-01-09,-3.4,-4.7,755,-0.7,1,0
401,2018-01-10,-6.6,-9.4,2359,-4.4,1,0
401,2018-01-11,-10.1,-12.4,2327,-7.2,1507,0
401,2018-01-12,-9.1,-13.5,717,-5.9,1550,0
401,2018-01-13,-4.1,-7.1,247,-0.9,1640,0
401,2018-01-14,1,-5.5,520,5.8,1615,0
401,2018-01-15,4.9,1.4,2352,8,1553,0
401,2018-01-16,3.8,-1.2,231,6.6,1340,0
401,2018-01-17,5.1,2.6,2323,8.9,1531,0
401,2018-01-18,2.9,1.4,2354,5.2,1430,0
401,2018-01-19,1.7,-1.5,757,5.4,1358,0
401,2018-01-20,2.8,-2.3,245,7.5,1443,0
401,2018-01-21,0.8,-3.8,733,5.2,1317,0
401,2018-01-22,0.8,-4.7,2359,5.1,1246,4
401,2018-01-23,-11,-14,2355,-4.7,1,0
401,2018-01-24,-13.4,-15.1,746,-10.5,1526,0
401,2018-01-25,-13.2,-15.3,739,-9.3,1527,0
401,2018-01-26,-14,-17,828,-11,1605,0
401,2018-01-27,-9.2,-15.8,454,-3.6,1611,0
401,2018-01-28,-5.2,-7.6,2321,-0.4,1424,0
401,2018-01-29,-7.5,-9.5,737,-5,1514,0
401,2018-01-30,-4.8,-12.1,345,-0.4,1454,0
401,2018-01-31,-1.6,-4.3,2357,0.3,1459,0
401,2018-02-01,-3,-8.6,515,1.2,1551,0
401,2018-02-02,-2.1,-7.9,502,3.2,1351,0
401,2018-02-03,-6.5,-9.1,2355,-0.9,52,0
401,2018-02-04,-8.7,-11.5,757,-5.5,1629,0
401,2018-02-05,-8.4,-10,748,-5.2,1555,0
401,2018-02-06,-9.3,-11.5,733,-5.7,1351,0
401,2018-02-07,-7.4,-13.7,535,-2,1616,0
401,2018-02-08,-4.1,-10.7,530,1.8,1557,0
401,2018-02-09,0.7,-5.7,140,6.8,1529,0
401,2018-02-10,0.2,-5.4,2234,4.1,1146,0
401,2018-02-11,-5,-7.5,734,-1.8,1313,0
401,2018-02-12,-4.9,-7.7,434,-1.6,1352,0
401,2018-02-13,-0.4,-7.3,354,5.3,1546,0
401,2018-02-14,4.1,-0.1,201,9.2,1502,0
401,2018-02-15,0.2,-2.3,730,4.2,1418,0
401,2018-02-16,-0.4,-5.7,603,5.3,1338,0
401,2018-02-17,-2.3,-5.5,716,1.3,1515,0
401,2018-02-18,0.5,-3.7,712,5.1,1634,0
401,2018-02-19,2.5,-2.4,402,6.6,1524,0
401,2018-02-20,1.5,-3,536,5.8,1346,0
401,2018-02-21,-0.1,-3,716,3.8,1500,0
401,2018-02-22,1.8,-4.3,647,6.6,1529,0
401,2018-02-23,5.1,0,712,10.2,1458,4.5
401,2018-02-24,3.2,-0.5,2352,6.9,1456,0
401,2018-02-25,2.4,-1,28,7.7,1521,0
401,2018-02-26,3.1,-3.7,553,10.2,1453,0
401,2018-02-27,4.5,-1,450,8.1,1641,0
401,2018-02-28,4.6,2.3,2339,8.6,1236,24
401,2018-03-01,0.7,-3.3,2347,3.7,557,1.5
401,2018-03-02,0.5,-5.7,714,6.2,1601,0
401,2018-03-03,8.8,0.8,627,16.8,1534,0
401,2018-03-04,10.2,8.5,2354,12.6,1725,14.5
401,2018-03-05,5.8,2.4,2333,10.1,1505,6
401,2018-03-06,5,-1.4,502,10.6,1420,0
401,2018-03-07,6.6,2.7,243,11.2,1627,0.5
401,2018-03-08,4.9,3,256,9.7,1557,6.5
401,2018-03-09,5.2,1.8,0,9.6,1455,0
401,2018-03-10,4.8,-0.3,431,10.3,1312,0
401,2018-03-11,6.8,2.8,326,12.4,1448,0
401,2018-03-12,8.3,0.8,237,16.1,1500,0
401,2018-03-13,12.8,3.6,211,19.1,1350,0
401,2018-03-14,17.5,13.4,534,23.1,1447,0
401,2018-03-15,12.9,9.2,2358,16.7,245,34
401,2018-03-16,7,4.5,2351,10.6,1452,0
401,2018-03-17,7.3,1.4,650,13.5,1440,0
401,2018-03-18,9,5.8,313,12.7,1556,1
401,2018-03-19,8.4,6.3,446,10.6,1201,2.5
401,2018-03-20,5.2,2.1,2321,9,1152,0
401,2018-03-21,2.2,1.3,2102,3.8,1053,0
401,2018-03-22,5.5,2.1,559,11.8,1415,0
401,2018-03-23,6.5,0.2,338,12.6,1456,0
401,2018-03-24,8.1,4.1,609,13.4,1518,0
401,2018-03-25,10,4.6,522,17.4,1405,0
401,2018-03-26,11.1,4.9,652,18.3,1552,0
401,2018-03-27,13.9,6.7,411,21.5,1556,0
401,2018-03-28,15.4,9.9,437,21.3,1448,0
401,2018-03-29,16,12.4,507,21.1,1508,0
401,2018-03-30,14.9,9.5,410,21.7,1501,0
401,2018-03-31,14.3,8.5,543,20.5,1304,0
401,2018-04-01,15.8,10.3,205,19.2,1642,0
401,2018-04-02,18.4,14.2,218,24.7,1417,0
401,2018-04-03,18.6,15.8,2346,24.1,1249,0
401,2018-04-04,12.8,10.3,2315,16.5,1418,19.5
401,2018-04-05,8.1,7.5,2039,10.4,1,14
401,2018-04-06,6.5,3.7,2345,9.7,1015,9.5
401,2018-04-07,4.8,1.7,211,9.3,1542,0
401,2018-04-08,4.6,0.5,441,9.2,1408,4
401,2018-04-09,8.5,1.2,513,16.3,1639,0
401,2018-04-10,15.8,6.3,457,23.2,1243,3
401,2018-04-11,13,9.3,622,17.8,1540,0
401,2018-04-12,13.8,5.6,544,19.9,1351,0
401,2018-04-13,14.5,7.1,539,19.2,1520,0
401,2018-04-14,9.4,7.3,817,14.7,1,12.5
401,2018-04-15,10,4.9,534,14.4,1330,0
401,2018-04-16,11.7,3.9,509,19.5,1543,0
401,2018-04-17,12.9,5.3,428,20.3,1324,0
401,2018-04-18,12.8,5.3,440,19.9,1441,0
401,2018-04-19,14.4,5.7,548,21.1,1524,0
401,2018-04-20,18.1,9.3,447,26.2,1530,0
401,2018-04-21,18.5,10.4,533,26.6,1151,0
401,2018-04-22,15.9,11,2353,21.4,1407,8.5
401,2018-04-23,10,9.3,858,11.5,126,63
401,2018-04-24,12.5,9.5,2359,15.6,1324,0.5
401,2018-04-25,14.9,4.9,501,23.6,1602,0
401,2018-04-26,15.5,8.5,543,22.2,1358,0
401,2018-04-27,15.6,8.4,535,23.6,1520,0
401,2018-04-28,15.6,9.9,542,22.5,1322,0
401,2018-04-29,15.7,7.7,525,23.2,1517,0
401,2018-04-30,19,12.1,152,24.9,1615,0
401,2018-05-01,20.7,17.6,518,23.6,1005,0
401,2018-05-02,15.8,9.9,2333,19.7,14,4.5
401,2018-05-03,11.4,6.1,451,16.6,1253,6.5
401,2018-05-04,14.7,9.7,210,20.4,1217,0
401,2018-05-05,18.7,9.9,532,25.5,1441,0
401,2018-05-06,16.3,14.7,720,19.7,4,23.5
401,2018-05-07,19.7,13.9,531,26.3,1449,0
401,2018-05-08,17.5,12.5,2344,21.9,1535,0
401,2018-05-09,16.1,9.7,356,21.7,1706,0
401,2018-05-10,16,10.9,440,22.3,1334,0
401,2018-05-11,17,12.4,345,22,1246,0
401,2018-05-12,14.3,11.1,810,16.8,22,34
401,2018-05-13,16.1,13,2358,20.6,1401,0.5
401,2018-05-14,18.6,11.2,258,26,1721,0
401,2018-05-15,23.5,14.4,453,30.2,1515,0
401,2018-05-16,23,21.4,310,24.6,30,29
401,2018-05-17,21.5,18.9,357,24.6,1226,86
401,2018-05-18,16.6,12.6,2346,19.8,1,4
401,2018-05-19,18.2,10.5,526,24.5,1515,0
401,2018-05-20,17.2,10.8,456,23.4,1628,0
401,2018-05-21,17.5,9.4,455,23.6,1437,0
401,2018-05-22,18.2,14.7,305,23.8,1202,12.5
401,2018-05-23,17.9,13.8,2350,23.7,1557,7.5
401,2018-05-24,19,9.7,410,25.7,1533,0
401,2018-05-25,20,12.3,531,27.4,1316,0
401,2018-05-26,21.7,13.1,453,30.4,1520,0
401,2018-05-27,20.5,16.6,524,26.2,1317,0
401,2018-05-28,22.3,14,442,30.5,1457,0
401,2018-05-29,21.7,18,2342,27.1,1421,3.5
401,2018-05-30,20.3,15.5,2339,26,1353,0
401,2018-05-31,21.5,13.6,446,28,1718,0
401,2018-06-01,23.9,16.5,432,30.6,1505,0
401,2018-06-02,23.7,16.3,528,31.2,1515,0
401,2018-06-03,23.5,14.8,504,30.9,1603,0
401,2018-06-04,,,,,,0
401,2018-06-05,24,18.2,534,30.2,1329,0
401,2018-06-06,23.4,18,402,28.7,1611,0
401,2018-06-07,23.1,17.3,427,30.7,1501,0
401,2018-06-08,22.1,18.3,309,27,1527,0
401,2018-06-09,23.5,18.4,406,30.3,1357,1
401,2018-06-10,21.2,17.8,303,25.3,1551,0.5
401,2018-06-11,20.6,18,0,23.5,1421,0.5
401,2018-06-12,21.4,16.2,448,27.7,1440,3.5
401,2018-06-13,22.1,17.3,222,27.2,1708,0
401,2018-06-14,22,18.9,806,25.6,1645,4
401,2018-06-15,21.9,17.2,502,27.2,1422,0
401,2018-06-16,22.6,16.5,550,30.1,1629,0
401,2018-06-17,22.8,17.5,503,28.7,1423,0
401,2018-06-18,25.4,19.7,259,31.9,1429,0
401,2018-06-19,23,18.4,449,28.4,1355,0
401,2018-06-20,23.4,18.8,342,29.9,1434,0
401,2018-06-21,24.3,19.1,402,29.7,1441,0
401,2018-06-22,25.6,17.3,535,33.9,1442,0
401,2018-06-23,25,20,428,31.3,1228,0
401,2018-06-24,25.5,19.8,448,33.5,1420,0
401,2018-06-25,27.7,20.1,458,34.4,1521,0
401,2018-06-26,22.4,19.6,756,27.5,4,82
401,2018-06-27,,,,,,0
401,2018-06-28,23.4,19.7,1738,28.9,1315,6
401,2018-06-29,25.3,21.3,1,30.2,1649,0.5
401,2018-06-30,25.2,21.3,333,30.1,1621,0.5
401,2018-07-01,21.9,20.8,1057,23.6,158,85
401,2018-07-02,22.5,20.3,459,25.2,1435,82
401,2018-07-03,27.3,22.3,434,33,1629,0
401,2018-07-04,27.6,23.8,537,32.5,1359,0
401,2018-07-05,25.4,22.6,442,31.3,1325,0.5
401,2018-07-06,24.1,21.9,2359,28,1411,0
401,2018-07-07,23.6,19.8,552,28.9,1523,0
401,2018-07-08,23.4,18.1,635,27.8,1559,0
401,2018-07-09,21,19.9,1336,24.4,1,12
401,2018-07-10,24.4,20.4,1,27,1510,8.5
401,2018-07-11,27.7,24.3,120,31.3,1435,2
401,2018-07-12,27.7,24.9,537,30.7,1447,0.5
401,2018-07-13,28.2,24.2,239,32.3,1631,0
401,2018-07-14,28.4,25.3,214,32.8,1411,0
401,2018-07-15,28.5,23.6,401,34.1,1357,0
401,2018-07-16,29.5,23.6,514,34.9,1407,0
401,2018-07-17,28.5,23.2,445,33.8,1259,0
401,2018-07-18,29,22.8,506,35.5,1534,0
401,2018-07-19,29.1,23.2,501,34.4,1541,0
401,2018-07-20,29.7,24,425,35.7,1253,0
401,2018-07-21,30.8,23.8,417,38.1,1500,0
401,2018-07-22,31.8,24.3,525,39.3,1539,0
401,2018-07-23,32.1,29.6,25,37.4,1518,0
401,2018-07-24,32.2,26.5,529,38.2,1344,0
401,2018-07-25,31.3,28.1,452,35.4,1531,0
401,2018-07-26,30.8,26.4,539,35.1,1322,0
401,2018-07-27,31.9,27.6,526,36.7,1327,0
401,2018-07-28,29.1,26.7,1441,36.6,1238,11.5
401,2018-07-29,31.2,25.4,400,36.5,1550,0
401,2018-07-30,31.9,27.6,459,37,1534,0
401,2018-07-31,32.7,27.5,504,38.9,1435,0
401,2018-08-01,34,27.8,459,41.1,1629,0
401,2018-08-02,34,29.6,501,39,1437,0
401,2018-08-03,33.4,29.3,554,39.6,1342,0
401,2018-08-04,31.9,28.9,427,36.2,1404,0
401,2018-08-05,30.3,27.8,909,35.1,1441,0.5
401,2018-08-06,30.8,25.9,852,36.1,1300,20.5
401,2018-08-07,31.2,27.2,330,36.3,1507,0
401,2018-08-08,31.5,27.1,541,36.2,1300,0
401,2018-08-09,28.7,26.8,2337,33.1,1015,15
